Port,Protocol,Service,Description,Risk,Category,Recommendation
3492,udp,tvdumtray-port,TVDUM Tray Port,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
3493,tcp,nut,Network UPS Tools,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
3493,udp,nut,Network UPS Tools,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
3494,tcp,ibm3494,IBM 3494,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
3494,udp,ibm3494,IBM 3494,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
3495,tcp,seclayer-tcp,securitylayer over tcp,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
3495,udp,seclayer-tcp,securitylayer over tcp,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
3496,tcp,seclayer-tls,securitylayer over tls,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
3496,udp,seclayer-tls,securitylayer over tls,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
3497,tcp,ipether232port,ipEther232Port,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
3497,udp,ipether232port,ipEther232Port,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
3498,tcp,dashpas-port,DASHPAS user port,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
3498,udp,dashpas-port,DASHPAS user port,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
3499,tcp,sccip-media,SccIP Media,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
3499,udp,sccip-media,SccIP Media,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
3500,tcp,rtmp-port,RTMP Port,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
3500,udp,rtmp-port,RTMP Port,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
3501,tcp,isoft-p2p,iSoft-P2P,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
3501,udp,isoft-p2p,iSoft-P2P,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
3502,tcp,avinstalldisc,Avocent Install Discovery,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
3502,udp,avinstalldisc,Avocent Install Discovery,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
3503,tcp,lsp-ping,MPLS LSP-echo Port,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
3503,udp,lsp-ping,MPLS LSP-echo Port,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
3504,tcp,ironstorm,IronStorm game server,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
3504,udp,ironstorm,IronStorm game server,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
3505,tcp,ccmcomm,CCM communications port,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
3505,udp,ccmcomm,CCM communications port,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
3506,tcp,apc-3506,APC 3506,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
3506,udp,apc-3506,APC 3506,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
3507,tcp,nesh-broker,Nesh Broker Port,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
3507,udp,nesh-broker,Nesh Broker Port,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
3508,tcp,interactionweb,Interaction Web,LOW,Web Services,Enable HTTPS; Keep web server updated; Use a Web Application Firewall (WAF).
3508,udp,interactionweb,Interaction Web,LOW,Web Services,Enable HTTPS; Keep web server updated; Use a Web Application Firewall (WAF).
3509,tcp,vt-ssl,Virtual Token SSL Port,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
3509,udp,vt-ssl,Virtual Token SSL Port,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
3510,tcp,xss-port,XSS Port,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
3510,udp,xss-port,XSS Port,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
3511,tcp,webmail-2,WebMail/2,LOW,Web Services,Enable HTTPS; Keep web server updated; Use a Web Application Firewall (WAF).
3511,udp,webmail-2,WebMail/2,LOW,Web Services,Enable HTTPS; Keep web server updated; Use a Web Application Firewall (WAF).
3512,tcp,aztec,Aztec Distribution Port,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
3512,udp,aztec,Aztec Distribution Port,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
3513,tcp,arcpd,Adaptec Remote Protocol,LOW,Remote Access,Restrict access by IP; Enable MFA; Use VPN; Disable unused remote access services.
3513,udp,arcpd,Adaptec Remote Protocol,LOW,Remote Access,Restrict access by IP; Enable MFA; Use VPN; Disable unused remote access services.
3514,tcp,must-p2p,MUST Peer to Peer,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
3514,udp,must-p2p,MUST Peer to Peer,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
3515,tcp,must-backplane,MUST Backplane,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
3515,udp,must-backplane,MUST Backplane,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
3516,tcp,smartcard-port,Smartcard Port,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
3516,udp,smartcard-port,Smartcard Port,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
3517,tcp,802-11-iapp,IEEE 802.11 WLANs WG IAPP,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
3517,udp,802-11-iapp,IEEE 802.11 WLANs WG IAPP,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
3518,tcp,artifact-msg,Artifact Message Server,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
3518,udp,artifact-msg,Artifact Message Server,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
3519,tcp,nvmsgd,Netvion Messenger Port,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
3519,udp,galileo,Netvion Galileo Port,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
3520,tcp,galileolog,Netvion Galileo Log Port,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
3520,udp,galileolog,Netvion Galileo Log Port,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
3521,tcp,mc3ss,Telequip Labs MC3SS,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
3521,udp,mc3ss,Telequip Labs MC3SS,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
3522,tcp,nssocketport,DO over NSSocketPort,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
3522,udp,nssocketport,DO over NSSocketPort,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
3523,tcp,odeumservlink,Odeum Serverlink,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
3523,udp,odeumservlink,Odeum Serverlink,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
3524,tcp,ecmport,ECM Server port,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
3524,udp,ecmport,ECM Server port,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
3525,tcp,eisport,EIS Server port,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
3525,udp,eisport,EIS Server port,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
3526,tcp,starquiz-port,starQuiz Port,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
3526,udp,starquiz-port,starQuiz Port,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
3527,tcp,beserver-msg-q,VERITAS Backup Exec Server,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
